"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
"Diallyl phthalate",Positive,Rejected,"Induced S9","871217.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/871217.sift)","002-01984-0012-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01984-0012-0000-7)"," 131-17-9",871217
"Diallyl phthalate",Positive,Equivocal,Nonactivation,"871217.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/871217.sift)","002-01984-0012-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01984-0012-0000-7)"," 131-17-9",871217
"Diallyl phthalate",Positive,Negative,Nonactivation,"871217.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/871217.sift)","002-01984-0012-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01984-0012-0000-7)"," 131-17-9",871217
"Diallyl phthalate",Positive,Positive,Nonactivation,"871217.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/871217.sift)","002-01984-0012-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01984-0012-0000-7)"," 131-17-9",871217
"Diarylanilide yellow",Negative,"Negative and Non-Toxic","Induced S9","566314.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566314.sift)","002-01987-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01987-0008-0000-5)"," 6358-85-6",566314
"Diarylanilide yellow",Negative,Positive,"Induced S9","566314.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566314.sift)","002-01987-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01987-0008-0000-5)"," 6358-85-6",566314
"Diarylanilide yellow",Negative,"Negative and Non-Toxic",Nonactivation,"566314.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566314.sift)","002-01987-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01987-0008-0000-5)"," 6358-85-6",566314
Diazinon,Positive,Positive,Nonactivation,"180250.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/180250.sift)","002-01989-0008-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01989-0008-0000-7)"," 333-41-5",180250
"Dibutyl phthalate",Positive,Positive,Nonactivation,"800748.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/800748.sift)","002-02002-0032-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02002-0032-0000-1)"," 84-74-2",800748
"Dibutyltin diacetate",Positive,Inconclusive,Nonactivation,"881018.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881018.sift)","002-02003-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02003-0007-0000-4)"," 1067-33-0",881018
"Dibutyltin diacetate",Positive,Positive,Nonactivation,"881018.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/881018.sift)","002-02003-0007-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02003-0007-0000-4)"," 1067-33-0",881018
Dichlorodiphenyltrichloroethane,Negative,Negative,"Induced S9","836226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/836226.sift)","002-02010-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02010-0008-0000-3)"," 50-29-3",836226
Dichlorodiphenyltrichloroethane,Negative,Negative,"Non-Induced S9","836226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/836226.sift)","002-02010-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02010-0008-0000-3)"," 50-29-3",836226
Dichlorodiphenyltrichloroethane,Negative,Negative,Nonactivation,"836226.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/836226.sift)","002-02010-0008-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02010-0008-0000-3)"," 50-29-3",836226
"Diglycidyl resorcinol ether",Positive,Positive,Nonactivation,"195111.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/195111.sift)","002-02044-0014-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02044-0014-0000-7)"," 101-90-6",195111
"Dimethyl hydrogen phosphite",Positive,Positive,"Induced S9","199344.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/199344.sift)","002-02062-0011-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02062-0011-0000-4)"," 868-85-9",199344
"Dimethyl hydrogen phosphite",Positive,Inconclusive,Nonactivation,"199344.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/199344.sift)","002-02062-0011-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02062-0011-0000-4)"," 868-85-9",199344
"Dimethyl hydrogen phosphite",Positive,Negative,Nonactivation,"199344.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/199344.sift)","002-02062-0011-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02062-0011-0000-4)"," 868-85-9",199344
"Dimethyl methylphosphonate",Positive,Positive,Nonactivation,"369588.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/369588.sift)","002-02063-0012-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02063-0012-0000-6)"," 756-79-6",369588
"Dimethyl morpholinophosphoramidate",Positive,Inconclusive,"Induced S9","652921.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/652921.sift)","002-02064-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02064-0010-0000-5)"," 597-25-1",652921
"Dimethyl morpholinophosphoramidate",Positive,Equivocal,Nonactivation,"652921.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/652921.sift)","002-02064-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02064-0010-0000-5)"," 597-25-1",652921
"Dimethyl morpholinophosphoramidate",Positive,Inconclusive,Nonactivation,"652921.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/652921.sift)","002-02064-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02064-0010-0000-5)"," 597-25-1",652921
"Dimethyl morpholinophosphoramidate",Positive,Positive,Nonactivation,"652921.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/652921.sift)","002-02064-0010-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02064-0010-0000-5)"," 597-25-1",652921
"Dimethyl terephthalate",Negative,"Negative and Non-Toxic","Induced S9","954536.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954536.sift)","002-02067-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02067-0010-0000-8)"," 120-61-6",954536
"Dimethyl terephthalate",Negative,"Negative and Non-Toxic",Nonactivation,"954536.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/954536.sift)","002-02067-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02067-0010-0000-8)"," 120-61-6",954536
"Dimethylcarbamoyl chloride",Positive,Positive,"Induced S9","152755.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/152755.sift)","002-02072-0016-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02072-0016-0000-0)"," 79-44-7",152755
"Dimethylcarbamoyl chloride",Positive,Positive,Nonactivation,"152755.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/152755.sift)","002-02072-0016-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02072-0016-0000-0)"," 79-44-7",152755
"Dimethylcarbamoyl chloride",Positive,Positive,"Induced S9","348877.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/348877.sift)","002-02072-0017-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02072-0017-0000-1)"," 79-44-7",348877
"Dimethylcarbamoyl chloride",Positive,Positive,Nonactivation,"348877.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/348877.sift)","002-02072-0017-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02072-0017-0000-1)"," 79-44-7",348877
"Dimethylvinyl chloride",Positive,Positive,Nonactivation,"452004.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/452004.sift)","002-02084-0015-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02084-0015-0000-2)"," 513-37-1",452004
Dioxathion,Negative,Negative,"Induced S9","272327.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/272327.sift)","002-02087-0008-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02087-0008-0000-7)"," 78-34-2",272327
Dioxathion,Negative,"Negative and Non-Toxic","Induced S9","272327.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/272327.sift)","002-02087-0008-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02087-0008-0000-7)"," 78-34-2",272327
Dioxathion,Negative,"Negative and Non-Toxic",Nonactivation,"272327.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/272327.sift)","002-02087-0008-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02087-0008-0000-7)"," 78-34-2",272327
"Diphenhydramine hydrochloride",Negative,Inconclusive,"Induced S9","590709.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/590709.sift)","002-02088-0009-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02088-0009-0000-9)"," 147-24-0",590709
"Diphenhydramine hydrochloride",Negative,Negative,"Induced S9","590709.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/590709.sift)","002-02088-0009-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02088-0009-0000-9)"," 147-24-0",590709
"Diphenhydramine hydrochloride",Negative,Equivocal,Nonactivation,"590709.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/590709.sift)","002-02088-0009-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02088-0009-0000-9)"," 147-24-0",590709
"Diphenhydramine hydrochloride",Negative,Negative,Nonactivation,"590709.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/590709.sift)","002-02088-0009-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02088-0009-0000-9)"," 147-24-0",590709
Dichlorvos,Positive,Positive,Nonactivation,"282595.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/282595.sift)","002-02013-0013-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02013-0013-0000-2)"," 62-73-7",282595
Dicofol,Positive,"Negative and Non-Toxic","Induced S9","527222.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/527222.sift)","002-02014-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02014-0009-0000-8)"," 115-32-2",527222
Dicofol,Positive,Positive,"Induced S9","527222.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/527222.sift)","002-02014-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02014-0009-0000-8)"," 115-32-2",527222
Dicofol,Positive,Equivocal,"Non-Induced S9","527222.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/527222.sift)","002-02014-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02014-0009-0000-8)"," 115-32-2",527222
Dicofol,Positive,Equivocal,Nonactivation,"527222.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/527222.sift)","002-02014-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02014-0009-0000-8)"," 115-32-2",527222
Dicofol,Positive,Positive,Nonactivation,"527222.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/527222.sift)","002-02014-0009-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02014-0009-0000-8)"," 115-32-2",527222
Dieldrin,Positive,Negative,Nonactivation,"145014.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/145014.sift)","002-02021-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02021-0010-0000-8)"," 60-57-1",145014
Dieldrin,Positive,Positive,Nonactivation,"145014.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/145014.sift)","002-02021-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02021-0010-0000-8)"," 60-57-1",145014
Diethanolamine,Negative,Negative,"Induced S9","375254.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/375254.sift)","002-02023-0020-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02023-0020-0000-1)"," 111-42-2",375254
Diethanolamine,Negative,Inconclusive,Nonactivation,"375254.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/375254.sift)","002-02023-0020-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02023-0020-0000-1)"," 111-42-2",375254
Diethanolamine,Negative,Negative,Nonactivation,"375254.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/375254.sift)","002-02023-0020-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02023-0020-0000-1)"," 111-42-2",375254
Diethylstilbestrol,Positive,Positive,Nonactivation,"384132.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/384132.sift)","002-02042-0032-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0032-0000-5)"," 56-53-1",384132
Diethylstilbestrol,Positive,Equivocal,"Induced S9","G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,Negative,"Induced S9","G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,Positive,"Induced S9","G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,Positive,"Non-Induced S9","G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,Inconclusive,Nonactivation,"G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,Negative,Nonactivation,"G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,"Negative and Non-Toxic",Nonactivation,"G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,"No Call",Nonactivation,"G19656.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G19656.sift)","002-02042-0033-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0033-0000-6)"," 56-53-1",G19656
Diethylstilbestrol,Positive,"No Call","Induced S9","G81461.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G81461.sift)","002-02042-0034-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0034-0000-7)"," 56-53-1",G81461
Diethylstilbestrol,Positive,Positive,"Induced S9","G81461.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G81461.sift)","002-02042-0034-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0034-0000-7)"," 56-53-1",G81461
Diethylstilbestrol,Positive,Positive,"Non-Induced S9","G81461.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G81461.sift)","002-02042-0034-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0034-0000-7)"," 56-53-1",G81461
Diethylstilbestrol,Positive,"Negative and Non-Toxic",Nonactivation,"G81461.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G81461.sift)","002-02042-0034-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02042-0034-0000-7)"," 56-53-1",G81461
"Lithocholic acid",Positive,Positive,"Non-Induced S9","G56739.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G56739.sift)","002-02373-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0009-0000-6)"," 434-13-9",G56739
"Lithocholic acid",Positive,Positive,Nonactivation,"G56739.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G56739.sift)","002-02373-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0009-0000-6)"," 434-13-9",G56739
"Lithocholic acid",Negative,Inconclusive,"Induced S9","G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,Negative,"Induced S9","G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,"Negative and Non-Toxic","Induced S9","G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,Negative,"Non-Induced S9","G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,Negative,Nonactivation,"G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,"Negative and Non-Toxic",Nonactivation,"G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
"Lithocholic acid",Negative,,Nonactivation,"G78265.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G78265.sift)","002-02373-0010-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02373-0010-0000-8)"," 434-13-9",G78265
Malaoxon,Positive,Equivocal,"Induced S9","566519.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566519.sift)","002-02380-0019-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0019-0000-5)"," 1634-78-2",566519
Malaoxon,Positive,Negative,"Induced S9","566519.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566519.sift)","002-02380-0019-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0019-0000-5)"," 1634-78-2",566519
Malaoxon,Positive,Positive,"Induced S9","566519.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566519.sift)","002-02380-0019-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-02380-0019-0000-5)"," 1634-78-2",566519
